,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,opinion_id,text,target,category,polarity,ote_start,ote_stop,ote,entity,attribute,text_cln,text_cln_lm,text_ints,target_seq,POS_tag_lists,POS_int_lists
937,937,937,937,938,1642666:1:0,We thought that this place is using too much of MSG cooking in the foods.,foods,FOOD#QUALITY,negative,67.0,72.0,foods,FOOD,QUALITY,"['we', 'thought', 'that', 'this', 'place', 'is', 'using', 'too', 'much', 'of', 'msg', 'cooking', 'in', 'the', 'foods']","['we', 'think', 'that', 'this', 'place', 'be', 'use', 'too', 'much', 'of', 'msg', 'cook', 'in', 'the', 'foods']","[10, 139, 24, 21, 22, 3, 326, 68, 112, 11, 2207, 298, 15, 2, 1632]",['foods'],"['PRP', 'VBD', 'IN', 'DT', 'NN', 'VBZ', 'VBG', 'RB', 'JJ', 'IN', 'NN', 'NN', 'IN', 'DT', 'NNS']","[7, 8, 4, 3, 1, 11, 18, 5, 2, 4, 1, 1, 4, 3, 10]"
938,938,938,938,939,1642666:2:0,Why?,,,,,,,,,['why'],['why'],[1615],['null'],['WRB'],[26]
939,939,939,939,940,1642666:3:0,"They do not concern much of customer's health, just want to make money.",,RESTAURANT#GENERAL,negative,0.0,0.0,0,RESTAURANT,GENERAL,"['they', 'do', 'not', 'concern', 'much', 'of', 'customer', 's', 'health', 'just', 'want', 'to', 'make', 'money']","['they', 'do', 'not', 'concern', 'much', 'of', 'customer', 's', 'health', 'just', 'want', 'to', 'make', 'money']","[33, 26, 13, 1035, 112, 11, 707, 88, 2208, 48, 128, 7, 39, 220]",['null'],"['PRP', 'VBP', 'RB', 'VB', 'JJ', 'IN', 'NN', 'NN', 'NN', 'RB', 'VBP', 'TO', 'VB', 'NN']","[7, 12, 5, 9, 2, 4, 1, 1, 1, 5, 12, 14, 9, 1]"
940,940,940,940,941,1642666:4:0,please do not fool us.,,RESTAURANT#GENERAL,negative,0.0,0.0,0,RESTAURANT,GENERAL,"['please', 'do', 'not', 'fool', 'us']","['please', 'do', 'not', 'fool', 'us']","[292, 26, 13, 1633, 83]",['null'],"['VB', 'VBP', 'RB', 'VB', 'PRP']","[9, 12, 5, 9, 7]"
941,941,941,941,942,1649025:0:0,I visit New Green Bo when I have money or when I am broke.,,,,,,,,,"['i', 'visit', 'new', 'green', 'bo', 'when', 'i', 'have', 'money', 'or', 'when', 'i', 'am', 'broke']","['i', 'visit', 'new', 'green', 'bo', 'when', 'i', 'have', 'money', 'or', 'when', 'i', 'be', 'break']","[6, 143, 120, 625, 2209, 91, 6, 8, 220, 44, 91, 6, 3, 1258]",['null'],"['LS', 'NN', 'JJ', 'JJ', 'NN', 'WRB', 'LS', 'VBP', 'NN', 'CC', 'WRB', 'LS', 'RB', 'VBD']","[16, 1, 2, 2, 1, 26, 16, 12, 1, 6, 26, 16, 5, 8]"
942,942,942,942,943,1649025:1:0,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,FOOD#QUALITY,positive,16.0,26.0,jelly fish,FOOD,QUALITY,"['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","[6, 81, 2, 1036, 116, 1037, 108, 4, 2, 1038, 289, 455, 2, 898, 261, 769, 385]","['jelly', 'fish']","['LS', 'VB', 'DT', 'NN', 'NN', 'JJ', 'NN', 'CC', 'DT', 'JJ', 'NNS', 'RB', 'DT', 'VBP', 'NN', 'JJ', 'NN']","[16, 9, 3, 1, 1, 2, 1, 6, 3, 2, 10, 5, 3, 12, 1, 2, 1]"
943,943,943,943,944,1649025:1:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,FOOD#QUALITY,positive,28.0,43.0,drunken chicken,FOOD,QUALITY,"['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","[6, 81, 2, 1036, 116, 1037, 108, 4, 2, 1038, 289, 455, 2, 898, 261, 769, 385]","['drunken', 'chicken']","['LS', 'VB', 'DT', 'NN', 'NN', 'JJ', 'NN', 'CC', 'DT', 'JJ', 'NNS', 'RB', 'DT', 'VBP', 'NN', 'JJ', 'NN']","[16, 9, 3, 1, 1, 2, 1, 6, 3, 2, 10, 5, 3, 12, 1, 2, 1]"
944,944,944,944,945,1649025:1:2,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,FOOD#QUALITY,positive,52.0,67.0,soupy dumplings,FOOD,QUALITY,"['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","[6, 81, 2, 1036, 116, 1037, 108, 4, 2, 1038, 289, 455, 2, 898, 261, 769, 385]","['soupy', 'dumplings']","['LS', 'VB', 'DT', 'NN', 'NN', 'JJ', 'NN', 'CC', 'DT', 'JJ', 'NNS', 'RB', 'DT', 'VBP', 'NN', 'JJ', 'NN']","[16, 9, 3, 1, 1, 2, 1, 6, 3, 2, 10, 5, 3, 12, 1, 2, 1]"
945,945,945,945,946,1649025:1:3,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,FOOD#QUALITY,positive,83.0,101.0,stir fry blue crab,FOOD,QUALITY,"['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","['i', 'recommend', 'the', 'jelly', 'fish', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab']","[6, 81, 2, 1036, 116, 1037, 108, 4, 2, 1038, 289, 455, 2, 898, 261, 769, 385]","['stir', 'fry', 'blue', 'crab']","['LS', 'VB', 'DT', 'NN', 'NN', 'JJ', 'NN', 'CC', 'DT', 'JJ', 'NNS', 'RB', 'DT', 'VBP', 'NN', 'JJ', 'NN']","[16, 9, 3, 1, 1, 2, 1, 6, 3, 2, 10, 5, 3, 12, 1, 2, 1]"
946,946,946,946,947,1649025:2:0,The food is so cheap and the waiters are nice.,food,FOOD#PRICES,positive,4.0,8.0,food,FOOD,PRICES,"['the', 'food', 'is', 'so', 'cheap', 'and', 'the', 'waiters', 'are', 'nice']","['the', 'food', 'be', 'so', 'cheap', 'and', 'the', 'waiters', 'be', 'nice']","[2, 9, 3, 31, 249, 4, 2, 464, 3, 67]",['food'],"['DT', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'DT', 'NNS', 'VBP', 'JJ']","[3, 1, 11, 5, 2, 6, 3, 10, 12, 2]"
947,947,947,947,948,1649025:2:1,The food is so cheap and the waiters are nice.,waiters,SERVICE#GENERAL,positive,29.0,36.0,waiters,SERVICE,GENERAL,"['the', 'food', 'is', 'so', 'cheap', 'and', 'the', 'waiters', 'are', 'nice']","['the', 'food', 'be', 'so', 'cheap', 'and', 'the', 'waiters', 'be', 'nice']","[2, 9, 3, 31, 249, 4, 2, 464, 3, 67]",['waiters'],"['DT', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'DT', 'NNS', 'VBP', 'JJ']","[3, 1, 11, 5, 2, 6, 3, 10, 12, 2]"
948,948,948,948,949,1649025:3:0,"Of course, it is crowded but who cares.",,RESTAURANT#MISCELLANEOUS,neutral,0.0,0.0,0,RESTAURANT,MISCELLANEOUS,"['of', 'course', 'it', 'is', 'crowded', 'but', 'who', 'cares']","['of', 'course', 'it', 'be', 'crowd', 'but', 'who', 'care']","[11, 324, 12, 3, 274, 18, 131, 426]",['null'],"['IN', 'NN', 'PRP', 'VBZ', 'JJ', 'CC', 'WP', 'VBZ']","[4, 1, 7, 11, 2, 6, 25, 11]"
949,949,949,949,950,1649025:4:0,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,,RESTAURANT#MISCELLANEOUS,positive,0.0,0.0,0,RESTAURANT,MISCELLANEOUS,"['authentic', 'shanghai', 'style', 'and', 'i', 'cannot', 'recommend', 'a', 'better', 'shanghai', 'place', 'in', 'new', 'york']","['authentic', 'shanghai', 'style', 'and', 'i', 'cannot', 'recommend', 'a', 'better', 'shanghai', 'place', 'in', 'new', 'york']","[406, 1634, 498, 4, 6, 125, 81, 5, 130, 1634, 22, 15, 120, 255]",['null'],"['JJ', 'NN', 'NN', 'CC', 'FW', 'FW', 'VB', 'DT', 'JJR', 'NN', 'NN', 'IN', 'JJ', 'NN']","[2, 1, 1, 6, 15, 15, 9, 3, 24, 1, 1, 4, 2, 1]"
950,950,950,950,951,1655504:0:0,Have frequented 'ino for several years and the food remains excellent.,food,FOOD#QUALITY,positive,47.0,51.0,food,FOOD,QUALITY,"['have', 'frequented', 'ino', 'for', 'several', 'years', 'and', 'the', 'food', 'remains', 'excellent']","['have', 'frequent', 'ino', 'for', 'several', 'years', 'and', 'the', 'food', 'remain', 'excellent']","[8, 1259, 1468, 14, 462, 213, 4, 2, 9, 2210, 56]",['food'],"['VBP', 'VBN', 'NN', 'IN', 'JJ', 'NNS', 'CC', 'DT', 'NN', 'VBZ', 'JJ']","[12, 13, 1, 4, 2, 10, 6, 3, 1, 11, 2]"
951,951,951,951,952,1655504:1:0,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#QUALITY,positive,0.0,12.0,Cheese plate,FOOD,QUALITY,"['cheese', 'plate', 'is', 'a', 'varied', 'delight', 'and', 'great', 'bargain', 'at']","['cheese', 'plate', 'be', 'a', 'vary', 'delight', 'and', 'great', 'bargain', 'at']","[163, 530, 3, 5, 842, 601, 4, 17, 1039, 30]","['cheese', 'plate']","['NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'IN']","[1, 1, 11, 3, 2, 1, 6, 2, 1, 4]"
952,952,952,952,953,1655504:1:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#STYLE_OPTIONS,positive,0.0,12.0,Cheese plate,FOOD,STYLE_OPTIONS,"['cheese', 'plate', 'is', 'a', 'varied', 'delight', 'and', 'great', 'bargain', 'at']","['cheese', 'plate', 'be', 'a', 'vary', 'delight', 'and', 'great', 'bargain', 'at']","[163, 530, 3, 5, 842, 601, 4, 17, 1039, 30]","['cheese', 'plate']","['NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'IN']","[1, 1, 11, 3, 2, 1, 6, 2, 1, 4]"
953,953,953,953,954,1655504:1:2,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#PRICES,positive,0.0,12.0,Cheese plate,FOOD,PRICES,"['cheese', 'plate', 'is', 'a', 'varied', 'delight', 'and', 'great', 'bargain', 'at']","['cheese', 'plate', 'be', 'a', 'vary', 'delight', 'and', 'great', 'bargain', 'at']","[163, 530, 3, 5, 842, 601, 4, 17, 1039, 30]","['cheese', 'plate']","['NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'IN']","[1, 1, 11, 3, 2, 1, 6, 2, 1, 4]"
954,954,954,954,955,1655504:2:0,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,FOOD#STYLE_OPTIONS,positive,23.0,34.0,bruschettas,FOOD,STYLE_OPTIONS,"['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnating']","['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnate']","[2, 245, 197, 11, 1260, 1261, 1262, 262, 2, 1263, 60, 1264]",['bruschettas'],"['DT', 'JJ', 'NN', 'IN', 'FW', 'FW', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'VBG']","[3, 2, 1, 4, 15, 15, 10, 12, 3, 1, 4, 18]"
955,955,955,955,956,1655504:2:1,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,FOOD#STYLE_OPTIONS,positive,36.0,43.0,paninis,FOOD,STYLE_OPTIONS,"['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnating']","['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnate']","[2, 245, 197, 11, 1260, 1261, 1262, 262, 2, 1263, 60, 1264]",['paninis'],"['DT', 'JJ', 'NN', 'IN', 'FW', 'FW', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'VBG']","[3, 2, 1, 4, 15, 15, 10, 12, 3, 1, 4, 18]"
956,956,956,956,957,1655504:2:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,FOOD#STYLE_OPTIONS,positive,45.0,56.0,tramezzinis,FOOD,STYLE_OPTIONS,"['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnating']","['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnate']","[2, 245, 197, 11, 1260, 1261, 1262, 262, 2, 1263, 60, 1264]",['tramezzinis'],"['DT', 'JJ', 'NN', 'IN', 'FW', 'FW', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'VBG']","[3, 2, 1, 4, 15, 15, 10, 12, 3, 1, 4, 18]"
957,957,957,957,958,1655504:3:0,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",FOOD#QUALITY,positive,5.0,48.0,"asparagus, truffle oil, parmesan bruschetta",FOOD,QUALITY,"['the', 'asparagus', 'truffle', 'oil', 'parmesan', 'bruschetta', 'is', 'a', 'winner']","['the', 'asparagus', 'truffle', 'oil', 'parmesan', 'bruschetta', 'be', 'a', 'winner']","[2, 1635, 2211, 1265, 2212, 2213, 3, 5, 2214]","['asparagus', 'truffle', 'oil', 'parmesan', 'bruschetta']","['DT', 'NN', 'NN', 'NN', 'NN', 'NN', 'VBZ', 'DT', 'NN']","[3, 1, 1, 1, 1, 1, 11, 3, 1]"
958,958,958,958,959,1655504:4:0,Wine list is extensive without being over-priced.,Wine list,DRINKS#STYLE_OPTIONS,positive,0.0,9.0,Wine list,DRINKS,STYLE_OPTIONS,"['wine', 'list', 'is', 'extensive', 'without', 'being', 'over', 'priced']","['wine', 'list', 'be', 'extensive', 'without', 'be', 'over', 'price']","[80, 136, 3, 411, 335, 3, 115, 32]","['wine', 'list']","['NN', 'NN', 'VBZ', 'JJ', 'IN', 'VBG', 'IN', 'VBN']","[1, 1, 11, 2, 4, 18, 4, 13]"
959,959,959,959,960,1655504:4:1,Wine list is extensive without being over-priced.,Wine list,DRINKS#PRICES,positive,0.0,9.0,Wine list,DRINKS,PRICES,"['wine', 'list', 'is', 'extensive', 'without', 'being', 'over', 'priced']","['wine', 'list', 'be', 'extensive', 'without', 'be', 'over', 'price']","[80, 136, 3, 411, 335, 3, 115, 32]","['wine', 'list']","['NN', 'NN', 'VBZ', 'JJ', 'IN', 'VBG', 'IN', 'VBN']","[1, 1, 11, 2, 4, 18, 4, 13]"
960,960,960,960,961,1655504:5:0,"Be sure to try the seasonal, and always delicious, specials.",specials,FOOD#QUALITY,positive,51.0,59.0,specials,FOOD,QUALITY,"['be', 'sure', 'to', 'try', 'the', 'seasonal', 'and', 'always', 'delicious', 'specials']","['be', 'sure', 'to', 'try', 'the', 'seasonal', 'and', 'always', 'delicious', 'specials']","[3, 223, 7, 54, 2, 1636, 4, 89, 45, 305]",['specials'],"['VB', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'CC', 'RB', 'JJ', 'NNS']","[9, 2, 14, 9, 3, 2, 6, 5, 2, 10]"
961,961,961,961,962,1655504:6:0,Definitely a neighborhood favorite.,,RESTAURANT#GENERAL,positive,0.0,0.0,0,RESTAURANT,GENERAL,"['definitely', 'a', 'neighborhood', 'favorite']","['definitely', 'a', 'neighborhood', 'favorite']","[248, 5, 316, 192]",['null'],"['RB', 'DT', 'NN', 'NN']","[5, 3, 1, 1]"
962,962,962,962,963,1655521:0:0,I loved this place!!,place,RESTAURANT#GENERAL,positive,13.0,18.0,place,RESTAURANT,GENERAL,"['i', 'loved', 'this', 'place']","['i', 'love', 'this', 'place']","[6, 104, 21, 22]",['place'],"['LS', 'VBD', 'DT', 'NN']","[16, 8, 3, 1]"
963,963,963,963,964,1655521:1:0,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE#GENERAL,positive,50.0,60.0,atmosphere,AMBIENCE,GENERAL,"['i', 'almost', 'hesititate', 'to', 'write', 'a', 'review', 'because', 'the', 'atmosphere', 'was', 'so', 'great', 'and', 'i', 'would', 'hate', 'for', 'it', 'too', 'become', 'to', 'crowded']","['i', 'almost', 'hesititate', 'to', 'write', 'a', 'review', 'because', 'the', 'atmosphere', 'be', 'so', 'great', 'and', 'i', 'would', 'hate', 'for', 'it', 'too', 'become', 'to', 'crowd']","[6, 448, 2215, 7, 523, 5, 259, 137, 2, 85, 3, 31, 17, 4, 6, 43, 1435, 14, 12, 68, 859, 7, 274]",['atmosphere'],"['LS', 'RB', 'NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'CC', 'FW', 'MD', 'VB', 'IN', 'PRP', 'RB', 'VB', 'TO', 'JJ']","[16, 5, 1, 14, 9, 3, 1, 4, 3, 1, 8, 5, 2, 6, 15, 19, 9, 4, 7, 5, 9, 14, 2]"
964,964,964,964,965,1655521:2:0,"The food was very good, a great deal, and the place its self was great.",food,FOOD#QUALITY,positive,4.0,8.0,food,FOOD,QUALITY,"['the', 'food', 'was', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'was', 'great']","['the', 'food', 'be', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'be', 'great']","[2, 9, 3, 27, 20, 5, 17, 366, 4, 2, 22, 168, 953, 3, 17]",['food'],"['DT', 'NN', 'VBD', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'CC', 'DT', 'NN', 'PRP$', 'NN', 'VBD', 'JJ']","[3, 1, 8, 5, 2, 3, 2, 1, 6, 3, 1, 17, 1, 8, 2]"
965,965,965,965,966,1655521:2:1,"The food was very good, a great deal, and the place its self was great.",food,FOOD#PRICES,positive,4.0,8.0,food,FOOD,PRICES,"['the', 'food', 'was', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'was', 'great']","['the', 'food', 'be', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'be', 'great']","[2, 9, 3, 27, 20, 5, 17, 366, 4, 2, 22, 168, 953, 3, 17]",['food'],"['DT', 'NN', 'VBD', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'CC', 'DT', 'NN', 'PRP$', 'NN', 'VBD', 'JJ']","[3, 1, 8, 5, 2, 3, 2, 1, 6, 3, 1, 17, 1, 8, 2]"
966,966,966,966,967,1655521:2:2,"The food was very good, a great deal, and the place its self was great.",place,AMBIENCE#GENERAL,positive,46.0,51.0,place,AMBIENCE,GENERAL,"['the', 'food', 'was', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'was', 'great']","['the', 'food', 'be', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'be', 'great']","[2, 9, 3, 27, 20, 5, 17, 366, 4, 2, 22, 168, 953, 3, 17]",['place'],"['DT', 'NN', 'VBD', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'CC', 'DT', 'NN', 'PRP$', 'NN', 'VBD', 'JJ']","[3, 1, 8, 5, 2, 3, 2, 1, 6, 3, 1, 17, 1, 8, 2]"
967,967,967,967,968,1655521:3:0,"The wait staff is very freindly, they make it feel like you are eating in a freindly little european town.",wait staff,SERVICE#GENERAL,positive,4.0,14.0,wait staff,SERVICE,GENERAL,"['the', 'wait', 'staff', 'is', 'very', 'freindly', 'they', 'make', 'it', 'feel', 'like', 'you', 'are', 'eating', 'in', 'a', 'freindly', 'little', 'european', 'town']","['the', 'wait', 'staff', 'be', 'very', 'freindly', 'they', 'make', 'it', 'feel', 'like', 'you', 'be', 'eat', 'in', 'a', 'freindly', 'little', 'european', 'town']","[2, 90, 52, 3, 27, 1637, 33, 39, 12, 105, 37, 16, 3, 57, 15, 5, 1637, 110, 2216, 457]","['wait', 'staff']","['DT', 'NN', 'NN', 'VBZ', 'RB', 'RB', 'PRP', 'VBP', 'PRP', 'VB', 'IN', 'PRP', 'VBP', 'VBG', 'IN', 'DT', 'RB', 'JJ', 'JJ', 'NN']","[3, 1, 1, 11, 5, 5, 7, 12, 7, 9, 4, 7, 12, 18, 4, 3, 5, 2, 2, 1]"
968,968,968,968,969,1660047:0:0,"I like Cafe Noir do not get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,SERVICE#GENERAL,negative,56.0,62.0,people,SERVICE,GENERAL,"['i', 'like', 'cafe', 'noir', 'do', 'not', 'get', 'me', 'wrong', 'it', 'is', 'jsut', 'that', 'the', 'people', 'who', 'work', 'there', 'are', 'evil', 'and', 'incompetent']","['i', 'like', 'cafe', 'noir', 'do', 'not', 'get', 'me', 'wrong', 'it', 'be', 'jsut', 'that', 'the', 'people', 'who', 'work', 'there', 'be', 'evil', 'and', 'incompetent']","[6, 37, 460, 1040, 26, 13, 35, 86, 441, 12, 3, 1638, 24, 2, 135, 131, 246, 38, 3, 1639, 4, 1266]",['people'],"['LS', 'IN', 'NN', 'JJ', 'VBP', 'RB', 'VB', 'PRP', 'JJ', 'PRP', 'VBZ', 'NN', 'IN', 'DT', 'NNS', 'WP', 'VBP', 'EX', 'VBP', 'JJ', 'CC', 'JJ']","[16, 4, 1, 2, 12, 5, 9, 7, 2, 7, 11, 1, 4, 3, 10, 25, 12, 27, 12, 2, 6, 2]"
969,969,969,969,970,1660047:0:1,"I like Cafe Noir do not get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,RESTAURANT#GENERAL,positive,7.0,16.0,Cafe Noir,RESTAURANT,GENERAL,"['i', 'like', 'cafe', 'noir', 'do', 'not', 'get', 'me', 'wrong', 'it', 'is', 'jsut', 'that', 'the', 'people', 'who', 'work', 'there', 'are', 'evil', 'and', 'incompetent']","['i', 'like', 'cafe', 'noir', 'do', 'not', 'get', 'me', 'wrong', 'it', 'be', 'jsut', 'that', 'the', 'people', 'who', 'work', 'there', 'be', 'evil', 'and', 'incompetent']","[6, 37, 460, 1040, 26, 13, 35, 86, 441, 12, 3, 1638, 24, 2, 135, 131, 246, 38, 3, 1639, 4, 1266]","['cafe', 'noir']","['LS', 'IN', 'NN', 'JJ', 'VBP', 'RB', 'VB', 'PRP', 'JJ', 'PRP', 'VBZ', 'NN', 'IN', 'DT', 'NNS', 'WP', 'VBP', 'EX', 'VBP', 'JJ', 'CC', 'JJ']","[16, 4, 1, 2, 12, 5, 9, 7, 2, 7, 11, 1, 4, 3, 10, 25, 12, 27, 12, 2, 6, 2]"
970,970,970,970,971,1660047:1:0,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we we are allowed to be served.",service,SERVICE#GENERAL,negative,4.0,11.0,service,SERVICE,GENERAL,"['the', 'service', 'was', 'terrible', 'we', 'had', 'to', 'wait', 'for', 'everything', 'and', 'ask', 'several', 'of', 'different', 'people', 'for', 'the', 'same', 'thing', 'before', 'we', 'we', 'are', 'allowed', 'to', 'be', 'served']","['the', 'service', 'be', 'terrible', 'we', 'have', 'to', 'wait', 'for', 'everything', 'and', 'ask', 'several', 'of', 'different', 'people', 'for', 'the', 'same', 'thing', 'before', 'we', 'we', 'be', 'allow', 'to', 'be', 'serve']","[2, 19, 3, 531, 10, 8, 7, 90, 14, 150, 4, 126, 462, 11, 214, 135, 14, 2, 360, 216, 209, 10, 10, 3, 1267, 7, 3, 122]",['service'],"['DT', 'NN', 'VBD', 'JJ', 'PRP', 'VBD', 'TO', 'VB', 'IN', 'NN', 'CC', 'VB', 'JJ', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'PRP', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'VBN']","[3, 1, 8, 2, 7, 8, 14, 9, 4, 1, 6, 9, 2, 4, 2, 10, 4, 3, 2, 1, 4, 7, 7, 12, 13, 14, 9, 13]"
971,971,971,971,972,1660047:2:0,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE#GENERAL,negative,4.0,12.0,waitress,SERVICE,GENERAL,"['the', 'waitress', 'seems', 'to', 'be', 'more', 'concerned', 'of', 'looking', 'good', 'than', 'actually', 'waitressing']","['the', 'waitress', 'seem', 'to', 'be', 'more', 'concern', 'of', 'look', 'good', 'than', 'actually', 'waitress']","[2, 224, 187, 7, 3, 55, 1035, 11, 127, 20, 93, 322, 224]",['waitress'],"['DT', 'NN', 'VBZ', 'TO', 'VB', 'RBR', 'JJ', 'IN', 'VBG', 'JJ', 'IN', 'RB', 'VBG']","[3, 1, 11, 14, 9, 28, 2, 4, 18, 2, 4, 5, 18]"
